antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Overall_Severity_Overall_Medium,0.075,0.79,0.075,1.0,1.2658227848101264,1.0,0.01575,inf,0.227027027027027,0.09493670886075949,1.0,0.5474683544303798
"Air_Severity_Air_Medium, Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium",Overall_Severity_Overall_Medium,0.08,0.79,0.08,1.0,1.2658227848101264,1.0,0.016799999999999995,inf,0.22826086956521732,0.10126582278481013,1.0,0.5506329113924051
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.07,0.79,0.07,1.0,1.2658227848101264,1.0,0.014699999999999998,inf,0.22580645161290316,0.08860759493670886,1.0,0.5443037974683544
"Air_Severity_Air_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.055,0.79,0.055,1.0,1.2658227848101264,1.0,0.011549999999999998,inf,0.22222222222222218,0.06962025316455696,1.0,0.5348101265822784
"Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Low, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Water_Severity_Water_Medium, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Water_Severity_Water_Medium, Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.075,0.79,0.075,1.0,1.2658227848101264,1.0,0.01575,inf,0.227027027027027,0.09493670886075949,1.0,0.5474683544303798
"Water_Severity_Water_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.075,0.79,0.075,1.0,1.2658227848101264,1.0,0.01575,inf,0.227027027027027,0.09493670886075949,1.0,0.5474683544303798
"Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Medium",Overall_Severity_Overall_Medium,0.065,0.79,0.065,1.0,1.2658227848101264,1.0,0.013649999999999995,inf,0.22459893048128335,0.08227848101265822,1.0,0.5411392405063291
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Air_Severity_Air_High, Water_Severity_Water_Medium, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Air_Severity_Air_High, Water_Severity_Water_Medium, Soil_Severity_Soil_Low, Energy_Recovery_Level_Low_Recovery",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Air_Severity_Air_High, Water_Severity_Water_Medium, Soil_Severity_Soil_Low, Energy_Recovery_Level_Medium_Recovery",Overall_Severity_Overall_Medium,0.06,0.79,0.06,1.0,1.2658227848101264,1.0,0.0126,inf,0.22340425531914898,0.07594936708860758,1.0,0.5379746835443038
"Air_Severity_Air_High, Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Air_Severity_Air_High, Water_Severity_Water_Medium, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.07,0.79,0.07,1.0,1.2658227848101264,1.0,0.014699999999999998,inf,0.22580645161290316,0.08860759493670886,1.0,0.5443037974683544
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption",Overall_Severity_Overall_Medium,0.05,0.79,0.05,1.0,1.2658227848101264,1.0,0.010499999999999995,inf,0.22105263157894728,0.06329113924050633,1.0,0.5316455696202531
"Air_Severity_Air_Medium, Water_Severity_Water_Medium, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.055,0.79,0.055,1.0,1.2658227848101264,1.0,0.011549999999999998,inf,0.22222222222222218,0.06962025316455696,1.0,0.5348101265822784
"Air_Severity_Air_Medium, Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.055,0.79,0.055,1.0,1.2658227848101264,1.0,0.011549999999999998,inf,0.22222222222222218,0.06962025316455696,1.0,0.5348101265822784
"Water_Severity_Water_Low, Soil_Severity_Soil_Medium","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.13,0.395,0.065,0.5,1.2658227848101264,1.0,0.013649999999999995,1.21,0.24137931034482749,0.14130434782608695,0.17355371900826444,0.3322784810126582
"Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Medium","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.11,0.395,0.055,0.5,1.2658227848101264,1.0,0.011549999999999998,1.21,0.23595505617977525,0.12222222222222222,0.17355371900826444,0.31962025316455694
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption, Energy_Recovery_Level_Medium_Recovery","Water_Severity_Water_Medium, Soil_Severity_Soil_Low",0.1,0.395,0.05,0.5,1.2658227848101264,1.0,0.010499999999999995,1.21,0.2333333333333332,0.11235955056179776,0.17355371900826444,0.31329113924050633
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.14,0.48,0.085,0.6071428571428571,1.2648809523809523,1.0,0.017799999999999996,1.3236363636363635,0.2435020519835841,0.1588785046728972,0.24450549450549444,0.39211309523809523
"Energy_Consumption_Level_Low_Consumption, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.065,0.67,0.055,0.8461538461538461,1.2629161882893225,1.0,0.011449999999999995,2.1449999999999996,0.22265435099659686,0.08088235294117646,0.5337995337995337,0.46412169919632607
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Low",Soil_Severity_Soil_Low,0.065,0.67,0.055,0.8461538461538461,1.2629161882893225,1.0,0.011449999999999995,2.1449999999999996,0.22265435099659686,0.08088235294117646,0.5337995337995337,0.46412169919632607
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Recovery_Level_Low_Recovery",Energy_Consumption_Level_Low_Consumption,0.13,0.335,0.055,0.4230769230769231,1.2629161882893225,1.0,0.011449999999999995,1.1526666666666667,0.23928944618599782,0.13414634146341461,0.13244650086755347,0.2936280137772675
"Air_Severity_Air_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Energy_Recovery_Level_Low_Recovery,0.13,0.335,0.055,0.4230769230769231,1.2629161882893225,1.0,0.011449999999999995,1.1526666666666667,0.23928944618599782,0.13414634146341461,0.13244650086755347,0.2936280137772675
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.08,0.595,0.06,0.75,1.2605042016806722,1.0,0.012400000000000001,1.62,0.22463768115942032,0.0975609756097561,0.3827160493827161,0.4254201680672269
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.08,0.595,0.06,0.75,1.2605042016806722,1.0,0.012400000000000001,1.62,0.22463768115942032,0.0975609756097561,0.3827160493827161,0.4254201680672269
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.08,0.595,0.06,0.75,1.2605042016806722,1.0,0.012400000000000001,1.62,0.22463768115942032,0.0975609756097561,0.3827160493827161,0.4254201680672269
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Medium",Water_Severity_Water_Medium,0.1,0.595,0.075,0.7499999999999999,1.2605042016806722,1.0,0.0155,1.6199999999999994,0.2296296296296296,0.12096774193548386,0.3827160493827158,0.43802521008403356
"Energy_Recovery_Level_Medium_Recovery, Water_Severity_Water_Medium",Energy_Consumption_Level_High_Consumption,0.225,0.335,0.095,0.4222222222222222,1.2603648424543945,1.0,0.01962499999999999,1.1509615384615386,0.26655348047538185,0.20430107526881716,0.13116123642439428,0.3529021558872305
"Energy_Consumption_Level_Medium_Consumption, Energy_Recovery_Level_Medium_Recovery","Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.115,0.345,0.05,0.43478260869565216,1.260239445494644,1.0,0.010325,1.1588461538461539,0.23333333333333334,0.12195121951219513,0.13707268503153006,0.2898550724637681
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.125,0.54,0.085,0.68,1.2592592592592593,1.0,0.0175,1.4375,0.23529411764705882,0.14655172413793102,0.3043478260869566,0.41870370370370374
"Energy_Recovery_Level_Medium_Recovery, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Medium,0.265,0.33,0.11,0.4150943396226415,1.2578616352201255,1.0,0.022549999999999987,1.1454838709677417,0.27891156462585015,0.2268041237113402,0.12700647704871862,0.3742138364779874
"Soil_Severity_Soil_Low, Overall_Severity_Overall_Low",Energy_Consumption_Level_High_Consumption,0.19,0.335,0.08,0.42105263157894735,1.2568735271013354,1.0,0.016350000000000003,1.1486363636363637,0.2523148148148148,0.1797752808988764,0.1294024535021764,0.32992930086410055
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Medium",Energy_Consumption_Level_Medium_Consumption,0.205,0.33,0.085,0.41463414634146345,1.2564671101256468,1.0,0.017350000000000004,1.1445833333333333,0.2567517573066963,0.18888888888888888,0.1263196214051693,0.3361049519586105
"Water_Severity_Water_Medium, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Energy_Recovery_Level_Medium_Recovery,0.145,0.33,0.06,0.41379310344827586,1.2539184952978055,1.0,0.012150000000000001,1.142941176470588,0.2368421052631579,0.14457831325301204,0.12506433350488932,0.29780564263322884
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Energy_Consumption_Level_High_Consumption,0.25,0.335,0.105,0.42,1.253731343283582,1.0,0.02124999999999999,1.146551724137931,0.2698412698412697,0.21875,0.1278195488721804,0.36671641791044773
"Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium","Air_Severity_Air_Medium, Overall_Severity_Overall_Medium",0.185,0.345,0.08,0.43243243243243246,1.2534273403838623,1.0,0.01617500000000001,1.1540476190476192,0.24808282208588972,0.17777777777777778,0.13348462966783584,0.3321582452017235
Energy_Recovery_Level_High_Recovery,Water_Severity_Water_Low,0.335,0.405,0.17,0.5074626865671642,1.2529942878201585,1.0,0.034324999999999994,1.208030303030303,0.30362671384343204,0.29824561403508776,0.1722061959112003,0.46360788649345863
Water_Severity_Water_Low,Energy_Recovery_Level_High_Recovery,0.405,0.335,0.17,0.41975308641975306,1.2529942878201583,1.0,0.034324999999999994,1.146063829787234,0.3393475037073652,0.29824561403508776,0.12744825025526774,0.46360788649345863
"Air_Severity_Air_Medium, Soil_Severity_Soil_Low",Energy_Consumption_Level_High_Consumption,0.31,0.335,0.13,0.41935483870967744,1.2518054886856043,1.0,0.026149999999999993,1.145277777777778,0.2915273132664436,0.2524271844660194,0.1268493815183119,0.4037072701011074
"Water_Severity_Water_Low, Overall_Severity_Overall_Low",Energy_Consumption_Level_High_Consumption,0.155,0.335,0.065,0.41935483870967744,1.2518054886856043,1.0,0.013074999999999996,1.145277777777778,0.23805188893946283,0.15294117647058825,0.1268493815183119,0.306692344727973
Air_Severity_Air_High,Overall_Severity_Overall_Medium,0.4,0.79,0.395,0.9875,1.25,1.0,0.07899999999999996,16.800000000000058,0.3333333333333332,0.49685534591194974,0.9404761904761907,0.74375
Overall_Severity_Overall_Medium,Air_Severity_Air_High,0.79,0.4,0.395,0.5,1.25,1.0,0.07899999999999996,1.2,0.9523809523809519,0.49685534591194974,0.16666666666666663,0.74375
"Water_Severity_Water_Low, Soil_Severity_Soil_Medium",Air_Severity_Air_High,0.13,0.4,0.065,0.5,1.25,1.0,0.012999999999999998,1.2,0.2298850574712643,0.13978494623655913,0.16666666666666663,0.33125
"Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Medium",Air_Severity_Air_High,0.11,0.4,0.055,0.5,1.25,1.0,0.010999999999999996,1.2,0.22471910112359542,0.12087912087912088,0.16666666666666663,0.31875
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_Low_Recovery",Air_Severity_Air_High,0.26,0.4,0.13,0.5,1.25,1.0,0.025999999999999995,1.2,0.2702702702702702,0.24528301886792453,0.16666666666666663,0.4125
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium",Air_Severity_Air_High,0.18,0.4,0.09,0.5,1.25,1.0,0.018000000000000002,1.2,0.24390243902439027,0.18367346938775506,0.16666666666666663,0.3625
"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low, Energy_Recovery_Level_Low_Recovery",Air_Severity_Air_High,0.16,0.4,0.08,0.5,1.25,1.0,0.016,1.2,0.2380952380952381,0.16666666666666666,0.16666666666666663,0.35
"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium, Energy_Recovery_Level_Low_Recovery",Air_Severity_Air_High,0.1,0.4,0.05,0.5,1.25,1.0,0.009999999999999995,1.2,0.2222222222222221,0.11111111111111112,0.16666666666666663,0.3125
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium",Air_Severity_Air_Medium,0.185,0.455,0.105,0.5675675675675675,1.2474012474012472,1.0,0.020824999999999996,1.2603124999999997,0.24335378323108384,0.19626168224299065,0.20654599553682118,0.39916839916839914
"Energy_Recovery_Level_High_Recovery, Overall_Severity_Overall_Low, Water_Severity_Water_Low",Soil_Severity_Soil_Low,0.06,0.67,0.05,0.8333333333333334,1.243781094527363,1.0,0.009800000000000003,1.9800000000000002,0.20851063829787242,0.0735294117647059,0.49494949494949503,0.4539800995024876
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption",Water_Severity_Water_Medium,0.25,0.595,0.185,0.74,1.2436974789915967,1.0,0.036250000000000004,1.5576923076923077,0.2612612612612613,0.28030303030303033,0.3580246913580247,0.5254621848739496
"Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.23,0.455,0.13,0.5652173913043478,1.2422360248447204,1.0,0.025349999999999998,1.2534999999999996,0.2532467532467532,0.23423423423423423,0.20223374551256473,0.42546583850931674
"Energy_Recovery_Level_Medium_Recovery, Overall_Severity_Overall_Medium","Water_Severity_Water_Medium, Soil_Severity_Soil_Low",0.265,0.395,0.13,0.49056603773584906,1.241939336040124,1.0,0.025325,1.1875925925925925,0.26504447933019365,0.24528301886792453,0.1579603929518166,0.409839980893241
"Air_Severity_Air_High, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.255,0.79,0.25,0.9803921568627451,1.2410027302060063,1.0,0.04854999999999998,10.709999999999976,0.2606711409395972,0.3144654088050315,0.906629318394024,0.6484239265326384
"Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.185,0.48,0.11,0.5945945945945946,1.2387387387387387,1.0,0.02120000000000001,1.2826666666666668,0.23647518126045747,0.19819819819819817,0.22037422037422047,0.41188063063063063
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Medium_Consumption, Overall_Severity_Overall_Medium",Water_Severity_Water_Medium,0.095,0.595,0.07,0.736842105263158,1.238390092879257,1.0,0.013475000000000008,1.5390000000000006,0.2127071823204421,0.11290322580645165,0.3502274204028592,0.4272445820433437
"Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium",Energy_Recovery_Level_Low_Recovery,0.205,0.335,0.085,0.41463414634146345,1.2377138696760102,1.0,0.016325000000000006,1.1360416666666668,0.2415834258231595,0.18681318681318682,0.11975059600220064,0.33418274481252275
"Energy_Recovery_Level_Medium_Recovery, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Energy_Consumption_Level_High_Consumption,0.205,0.335,0.085,0.41463414634146345,1.2377138696760102,1.0,0.016325000000000006,1.1360416666666668,0.2415834258231595,0.18681318681318682,0.11975059600220064,0.33418274481252275
"Air_Severity_Air_High, Soil_Severity_Soil_Medium",Energy_Consumption_Level_Low_Consumption,0.145,0.335,0.06,0.41379310344827586,1.2352032938754502,1.0,0.011424999999999998,1.1344117647058822,0.22270955165692005,0.14285714285714285,0.11848586984703133,0.2964487905301081
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",Energy_Consumption_Level_Low_Consumption,0.145,0.335,0.06,0.41379310344827586,1.2352032938754502,1.0,0.011424999999999998,1.1344117647058822,0.22270955165692005,0.14285714285714285,0.11848586984703133,0.2964487905301081
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.15,0.54,0.1,0.6666666666666667,1.234567901234568,1.0,0.019000000000000003,1.3800000000000001,0.2235294117647059,0.1694915254237288,0.2753623188405798,0.42592592592592593
"Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Medium","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.105,0.54,0.07,0.6666666666666667,1.234567901234568,1.0,0.013300000000000006,1.3800000000000001,0.21229050279329614,0.12173913043478263,0.2753623188405798,0.3981481481481482
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.135,0.48,0.08,0.5925925925925926,1.2345679012345678,1.0,0.015200000000000005,1.2763636363636364,0.21965317919075153,0.14953271028037382,0.2165242165242165,0.37962962962962965
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery",Water_Severity_Water_Low,0.14,0.405,0.07,0.5,1.2345679012345678,1.0,0.0133,1.19,0.2209302325581395,0.1473684210526316,0.15966386554621845,0.33641975308641975
